更新时间,#genre#
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
新昌新闻综合,https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
安顺新闻,http://hplayer1.juyun.tv/camera/154379194.m3u8
新沂新闻,http://live.xysrmt.cn/xwzh/sd/live.m3u8?zjiangsd"
武进新闻,https://live.wjyanghu.com/live/CH1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
灌阳新闻综合,https://ls.qingting.fm/live/5043/64k.m3u8
缙云新闻综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
河南新闻,http://www.cdnstv.com:6398/hls/1114/index.m3u8
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
海宁新闻综合,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
渭源新闻,http://play.kankanlive.com/live/1720408280309109.m3u8
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
滦平新闻,http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8
泸县新闻综合,https://m3u8channel.ganzitv.com/nmip-media/channellive/channel1/playlist.m3u8
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8?_upt=332db6421699196585
武威新闻,https://play.kankanlive.com/live/1693539781636986.m3u8
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3
长沙新闻综合,http://ls.qingting.fm/live/4877.m3u8
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
陕西新闻咨询,http://112.46.105.20:8009/hls/18/index.m3u8
福建新闻,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
AlJazeera卡塔尔半岛新闻频道,https://live-hls-v3-aje.getaj.net/AJE-V3/01.m3u8
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd
NOW新闻,http://cdn.veryfast.filegear-sg.me/live/now/stream.m3u8
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
半岛国际新闻,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-ftv10
GlobalNews加拿大环球新闻频道,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/master.m3u8
衡阳新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
龙游新闻综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
太谷新闻综合,https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&amp;amp;tpid=1516989100&amp;amp;type=0
西宁新闻综合,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd#https://liveout.xntv.tv/a65jur/90p2i1.m3u8#http://dtrmlive.qhdtrm.cn/xnds/sd/live.m3u8
三立新闻INewS,http://220.132.15.209:5008/4gtv-live089/index.m3u8
兵团五师双河新闻综合,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8?fbl=
无线新闻频道北美,https://amg01868-amg01868c5-tvbanywhere-us-4493.playouts.now.amagi.tv/playlist/amg01868-tvbusa-tvbnews-tvbanywhereus/playlist.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
北美焦点新闻频道,https://k44991.kylintv.tv/live/qljdhd_iphone.m3u8
陕西新闻,http://sakura.dynv6.net:64785/rtp/239.110.205.83:7944
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
台视新闻银视,https://live.wcetv.com/hls/master-ttvnews.m3u8
眉县新闻,http://sakura.dynv6.net:64785/rtp/239.111.205.81:5140
滨海新闻综合,http://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8
苍南新闻综合,https://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
有线新闻停播,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
倪珍播新闻,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=nnews-zh&sd=1080&proxy=false
台视新闻TTVNewS,https://www.youtube.com/watch?v=xL0ch83RAK8
公视新闻网,https://www.youtube.com/watch?v=quwqlazU-c8
寰宇财经新闻,https://www.youtube.com/watch?v=WTRQiVWK1jY
镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
林州新闻综合,http://live.dxhmt.cn:9081/tv/10581-1.m3u8
鲁山新闻综合,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
巩义新闻,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
杞县新闻综合,http://live.dxhmt.cn:9081/tv/10221-1.m3u8
沈丘新闻综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
封丘新闻综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
兰考新闻频道,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
舞阳新闻综合,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
永城新闻综合,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
YTN韩联社电视新闻频道,https://www.youtube.com/watch?v=FJfwehhzIhw
YTN韩联社电视新闻频道2台,https://www.youtube.com/watch?v=cSxE_iF4lgM
平舆新闻综合,http://live.dxhmt.cn:9081/tv/11723-1.m3u8
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
GB新闻,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
祁县新闻综合,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8?zshanxd
萧山新闻综合,https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
马鞍山新闻,http://223.241.247.214:9901/tsfile/live/0018_1.m3u8
RT新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
三立新闻iNewS,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=iNEWS&sd=1080&proxy=false
桂林新闻,https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
江宁新闻,https://migu.188766.xyz/?migutoken=77969fb082a75b798578427f3570edd2&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
涡阳新闻综合,http://220.180.124.18:888/live/ch0.m3u8
江津新闻,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
宿松新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
舒兰新闻,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
珲春新闻,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8
菏泽新闻综合,http://zb.hezegd.com:1935/live/hztv1/1000k/tzwj_video.m3u8
辉南新闻,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
固镇新闻频道,http://www.guzhenm.com:7001/hls/hd-live.m3u8
遂昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
雅安新闻综合,https://play.yunxya.com/channellive/xinwen.m3u8
承德新闻综合,https://jwcdnqx.hebyun.com.cn/live/cdslywh/1500k/tzwj_video.m3u8
涉县新闻综合,https://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8
涞水新闻频道,https://jwcdnqx.hebyun.com.cn/live/lsdst/1500k/tzwj_video.m3u8
青县新闻,https://jwcdnqx.hebyun.com.cn/live/qxtvlive1/1500k/tzwj_video.m3u8
松原新闻综合,http://stream2.jlntv.cn/sytv/sd/live.m3u8
四平新闻综合,http://stream2.jlntv.cn/sptv/sd/live.m3u8
定州新闻综合,https://jwcdnqx.hebyun.com.cn/live/xxzhpd/1500k/tzwj_video.m3u8
清苑新闻频道,https://jwcdnqx.hebyun.com.cn/live/qyxwpd/1500k/tzwj_video.m3u8
农安新闻综合,http://stream2.jlntv.cn/naxw/sd/live.m3u8
双滦新闻频道,https://jwcdnqx.hebyun.com.cn/live/slxw/1500k/tzwj_video.m3u8
吉林市新闻综合,http://stream2.jlntv.cn/jilin1/sd/live.m3u8
文山州新闻,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8
辽源新闻综合,http://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8
新沂新闻频道,http://live.xysrmt.cn/xwzh/sd/live.m3u8
Now新闻频道168,http://hls.168.us.kg/u/332/master.m3u8
无线新闻频道168,http://hls.168.us.kg/u/83/master.m3u8
半岛新闻阿拉伯,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
QA半岛新闻阿拉伯,http://live-hls-web-aja.getaj.net/AJA/02.m3u8?zshijd
临平新闻频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
SG亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
白城新闻综合,http://stream2.jlntv.cn/baicheng1/sd/live.m3u8
亳州新闻频道,http://zbbf2.ahbztv.com/live/416.m3u8
哈尔滨新闻综合,https://stream1.freetv.fun/ha-er-bin-xin-wen-zong-he-1.m3u8
开封新闻综合,https://stream1.freetv.fun/kai-feng-xin-wen-zong-he-2.m3u8
武汉一台新闻综合,https://stream1.freetv.fun/wu-yi-xin-wen-zong-he-7.m3u8
江夏新闻综合,https://stream1.freetv.fun/jiang-xia-xin-wen-zong-he-5.m3u8
济南新闻综合,https://stream1.freetv.fun/ji-nan-xin-wen-zong-he-7.m3u8
蓬安新闻综合,https://stream1.freetv.fun/peng-an-xin-wen-zong-he-1.m3u8
泰州一套新闻综合,https://stream1.freetv.fun/tai-zhou-yi-tao-xin-wen-zong-he-4.m3u8
德阳新闻综合,https://stream1.freetv.fun/de-yang-xin-wen-zong-he-1.m3u8
石家庄新闻综合,https://stream1.freetv.fun/shi-jia-zhuang-xin-wen-zong-he-2.ctv
南宁新闻综合,https://stream1.freetv.fun/nan-zhu-xin-wen-zong-he-1.m3u8
黑龙江新闻,https://stream1.freetv.fun/hei-long-jiang-xin-wen-9.m3u8
珲春新闻综合,https://stream1.freetv.fun/hun-chun-xin-wen-zong-he-3.m3u8
乐山新闻综合,https://stream1.freetv.fun/le-shan-xin-wen-zong-he-1.m3u8
周口新闻综合,https://stream1.freetv.fun/zhou-kou-xin-wen-zong-he-1.m3u8
大庆新闻综合,https://stream1.freetv.fun/da-qing-xin-wen-zong-he-1.m3u8
潍坊新闻综合,https://stream1.freetv.fun/ipv6-wei-fang-xin-wen-zong-he-2.m3u8
苏州新闻综合,https://stream1.freetv.fun/su-zhou-xin-wen-zong-he-13.m3u8
荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-3.m3u8
漳州新闻综合,https://stream1.freetv.fun/zhang-zhou-xin-wen-zong-he-1.m3u8
齐齐哈尔新闻综合,https://stream1.freetv.fun/ipv6-qi-qi-ha-er-xin-wen-zong-he-3.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-12.ctv
金川新闻综合,https://stream1.freetv.fun/jin-chuan-xin-wen-zong-he-1.m3u8
靖江新闻综合,https://stream1.freetv.fun/jing-jiang-xin-wen-zong-he-1.m3u8
黑龙江新闻法治,https://stream1.freetv.fun/hei-long-jiang-xin-wen-fa-zhi-4.m3u8
HOY资讯台168,http://hls.168.us.kg/u/78/master.m3u8
上虞经济文化,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞经济文化720pNot247,https://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
三立财经,http://t.061899.xyz/tl/js/tw.php?id=hdslcj
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
台视财经台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv056
哈尔滨资讯,http://stream.hrbtv.net/zxpd/sd/live.m3u8
宁夏经济,https://ls.qingting.fm/live/1841/64k.m3u8
有线财经资讯停播,http://61.10.2.140/live_freedirect/freehd208_h.live/playlist.m3u8
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-1.ctv
江津经济生活480p,http://222.179.155.21:1935/ch0.m3u8
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
甘肃经济,https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
福建经济,http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8
耀才财经,http://202.69.67.66/webcast/bshdlive-pc/playlist.m3u8
耀才财经资讯频道,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
苏州生活资讯,https://stream1.freetv.fun/su-zhou-sheng-huo-zi-xun-1.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
运通财经台YT,https://m.youtube.com/watch?v=CoRC4A9hJuM
辽宁经济,https://stream1.freetv.fun/liao-zhu-jing-ji-2.m3u8

少儿动画,#genre#
少儿3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=37
少儿0,https://stream.ads.ottera.tv/playlist.m3u8?network_id=125
少儿,https://stream.ads.ottera.tv/playlist.m3u8?network_id=31
搞笑动漫大本营,https://www.goodiptv.club/douyu/9650181
靖洋卡通NICEBINGO,http://220.132.15.209:5008/li-4gtv-4gtv057/index.m3u8
中国国际少儿电视台,http://110.42.62.252:8080/live/sews.m3u8?hls_ctx=t76c408w
CN卡通,https://cdn.iptv8k.top/dl/jrys.php?id=364&time=20240926215313&ip=111.229.253.40
少儿5,https://stream.ads.ottera.tv/playlist.m3u8?network_id=41
少儿8,https://stream.ads.ottera.tv/playlist.m3u8?network_id=157
少儿1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=33
少儿9,https://stream.ads.ottera.tv/playlist.m3u8?network_id=198
少儿7,https://stream.ads.ottera.tv/playlist.m3u8?network_id=142
少儿2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=34
少儿4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=40
福州电视台少儿频道FZTV少儿1080p,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
龙华卡通频道,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn01&sd=1080&proxy=false
动画大师姐,https://www.goodiptv.club/douyu/9742136
动画魂,https://www.goodiptv.club/douyu/9393242
林小二动画,https://www.goodiptv.club/douyu/11184164
立秋动画,https://www.goodiptv.club/douyu/10351891
福建少儿,https://stream1.freetv.fun/fu-jian-shao-er-1.m3u8
黑龙江少儿,https://stream1.freetv.fun/hei-long-jiang-shao-er-2.m3u8
17号说动漫,https://www.goodiptv.club/douyu/9822277
Eric次元宝贝,https://www.goodiptv.club/huya/21059552
NICKJR儿童频道,http://220.132.15.209:5008/4gtv-live032/index.m3u8
PP看动漫,https://www.goodiptv.club/douyu/9837291
中草蜢宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
动漫推荐i,https://www.goodiptv.club/douyu/5187099
动漫秀场,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=dmxchd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
圈踢动漫,https://www.goodiptv.club/douyu/1952680
小陶气说动漫,https://www.goodiptv.club/douyu/9527700
开心锤锤动漫,https://www.goodiptv.club/douyu/9018297
是大宝贝呀,https://www.goodiptv.club/huya/23829543
皮皮动漫星球,https://www.goodiptv.club/douyu/8841920
真香动漫解说,https://www.goodiptv.club/douyu/9391292
米粒儿动漫,https://www.goodiptv.club/douyu/9445279
经典动漫,https://www.goodiptv.club/yy/22777075
草蜢宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
蛋黄讲动漫,https://www.goodiptv.club/douyu/9542834
艾薇宝贝de宝贝,https://www.goodiptv.club/huya/21059554
鑫酱盘动漫,https://www.goodiptv.club/douyu/9547575
顾止最爱的小胖宝贝,https://www.goodiptv.club/douyu/238643

科教纪录,#genre#
浙江教育,http://ali-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
FUN探索娱乐频道,http://220.132.15.209:5008/4gtv-live011/index.m3u8
HISTORY历史,http://220.132.15.209:5008/4gtv-live026/index.m3u8
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
历史经典烩,https://www.goodiptv.club/douyu/9487003
宇宙探索飞船,https://www.goodiptv.club/douyu/9456028
纪录片之家字幕组,https://www.goodiptv.club/douyu/8834003
世界纪录大全,https://www.goodiptv.club/douyu/9406359
探索科学,http://t.061899.xyz/tl/js/tw.php?id=hdtskx
HISTORY历史20289,http://live.xmqkx.com/live/zYOI73wZT8Mz1BVcf0oX6zddBz1lcvpyFrSL1uzXdrBR6TOSnR.flv
DeluxeLounge自然,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/9a087b26-8be4-11eb-a7de-bacfe1f83627/0/master.m3u8?country=DE&optout=0&uid=749544ec3d9a45d48c600d03cac91dfd&vendor=philips&checkedby:iptvcat.com
LoveNature爱自然纪实频道,https://fl1.moveonjoy.com/LOVE_NATURE/index.m3u8
StingrayTV自然风光频道二台,https://lotus.stingray.com/manifest/naturescape-a003-montreal/samsungtvplus/f7ed86a4-b8ac-38e0-a745-710077a95be6/5711200/manifest.m3u8
StingrayTV自然风光频道一台,https://lotus.stingray.com/manifest/naturescape-a002-montreal/samsungtvplus/4174c360-e44a-337e-b5c8-cb4a5c9e1269/1020800/manifest.m3u8
中国国际教育2台,http://udnhls.skilldns.com:80/cectv2.m3u8
中国国际教育4台,http://udnhls.skilldns.com:80/cectv4.m3u8
中国国际教育1台,http://udnhls.skilldns.com:80/cectv1.m3u8
中国教育2,http://sakura.dynv6.net:64785/rtp/239.111.205.168:5140
中国国际教育3台,http://udnhls.skilldns.com:80/cectv3.m3u8
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
动物启示录,https://www.goodiptv.club/douyu/9443129
华视教育文化,http://t.061899.xyz/tl/js/tw.php?id=hdhsjywh
济南教育,https://stream1.freetv.fun/ji-nan-jiao-yu-1.m3u8
湖北教育,https://stream1.freetv.fun/hu-bei-jiao-yu-4.ctv
科学放映室,https://www.goodiptv.club/douyu/9439712
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
荒野动物园,https://www.goodiptv.club/douyu/9663833
西安教育,http://sakura.dynv6.net:64785/rtp/239.112.205.142:5140
赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8
辽宁教育青少,https://stream1.freetv.fun/liao-zhu-jiao-yu-qing-shao-1.m3u8
运城科技教育,https://stream1.freetv.fun/yun-cheng-ke-ji-jiao-yu-1.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
黑龙江萝北县嘟噜河省级自然保护区,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8

娱乐综艺,#genre#
ELTV娱乐,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv070
八大综艺,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv039
中视经典综艺,https://www.youtube.com/watch?v=ADDSmXoPDY8
综艺大热门HotDoorNight,https://www.youtube.com/watch?v=cpsP1wd-HgM
综艺玩很大MrPlayer,https://www.youtube.com/watch?v=ryClunmbUaI
华视综艺频道,https://www.youtube.com/watch?v=E-SNFemPCrQ
ELTA娱乐频道,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv070
爱尔达娱乐频道,http://220.132.15.209:5008/li-4gtv-4gtv070/index.m3u8
LIFETIME娱乐频道,http://220.132.15.209:5008/4gtv-live029/index.m3u8
八大娱乐GTVEntertainment,https://smart.pendy.dpdns.org/Smart.php?id=badaentertain
苏州电影娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
山东综艺,http://aik.ddnsfile.top:65235/rtp/239.21.1.177:5002
哈尔滨娱乐,https://stream.hrbtv.net/ylpd/sd/live.m3u8
龙游生活娱乐,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
湖州文化娱乐,https://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
欢乐综艺,http://huanqiuzhibo.cn/manifest/douyu.php?id=131977
娱乐扒叔,https://www.goodiptv.club/douyu/9624581
娱乐新番,https://www.goodiptv.club/douyu/9564845
秀才侃娱乐,https://www.goodiptv.club/douyu/9382873
fans圈娱乐,https://www.goodiptv.club/douyu/9630581
斗鱼音乐MV频道,http://zzy789.xyz/douyu1.php?id=3870925
石家庄娱乐,https://stream1.freetv.fun/shi-jia-zhuang-yu-le-1.ctv
南宁影视娱乐,https://stream1.freetv.fun/nan-zhu-ying-shi-yu-le-1.m3u8
M2o音乐,https://streamcdnb2-4c4b867c89244861ac216426883d1ad0.msvdn.net:443/live/S62628868/uhdWBlkC1AoO/chunklist_b2428000.m3u8
意大利V2音乐频道,http://de1se01.v2beat.live/playlist.m3u8
潮流音乐,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
热星音乐菌,https://www.goodiptv.club/douyu/8405922
音乐之声,http://a.live.hnradio.com/yypd/radio120k_yypd.m3u8?auth_key=1588751172-0-0-d97b858279c1c86650172b9913ea4af2
音乐台长,https://www.goodiptv.club/douyu/9629943
龙华偶像台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn12&sd=1080&proxy=false

影视剧场,#genre#
MYCINEMAEUROPE我的欧洲电影,http://220.132.15.209:5008/litv-ftv10/index.m3u8
浙江Ⅰ绍兴影视720p,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
万州影视576pNot247,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
万州影视文艺576pNot247,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
菏泽影视频道,http://zb.hezegd.com:1935/live/hztv3/1000k/tzwj_video.m3u8
新昌休闲影视1080pNot247,https://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
永清影视频道,http://60.10.203.69:8000/4.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
固镇影视频道,http://www.guzhenm.com:7004/hls/hd-live.m3u8
东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
嘉兴文化影视,http://play-sh13.quklive.com/live/1675149625220101.m3u8?auth_key=2028730374-3a60eb8e324f416aa3b26dda7679d920-0-22dc7efa8452d0b0665c15eeed83609d
上虞文化影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
平泉影视频道,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
影视笑工场,https://www.goodiptv.club/douyu/10298846
华语影视原,http://zzy789.xyz/douyu1.php?id=3928
大米饭影视,https://www.goodiptv.club/douyu/9824094
铁血影视汇,https://www.goodiptv.club/douyu/9649701
贝爷求生影视,https://www.goodiptv.club/douyu/9661369
噬元兽影视,https://www.goodiptv.club/douyu/8896723
哈利影视,https://www.goodiptv.club/douyu/8475821
影视梗大叔,https://www.goodiptv.club/douyu/9480648
佛曰影视,https://www.goodiptv.club/douyu/9671758
四叶草影视,https://www.goodiptv.club/douyu/9446117
玖月影视,https://www.goodiptv.club/douyu/9339251
香兰爱影视,https://www.goodiptv.club/douyu/9487090
二胖影视,https://www.goodiptv.club/douyu/10064260
野格影视,https://www.goodiptv.club/douyu/9931766
影视集装箱,https://www.goodiptv.club/douyu/8651489
爱星影视,https://www.goodiptv.club/douyu/9476806
JG影视解说,https://www.goodiptv.club/douyu/9391277
微笑影视解说,https://www.goodiptv.club/douyu/9476790
易说影视,https://www.goodiptv.club/douyu/10859591
林九影视,https://www.goodiptv.club/douyu/7212528
